,School Name,SED Code,Location Code,Community School?,Economic Need Index,School Income Estimate,Percent ELL,Percent Asian,Percent Black,Percent Hispanic,Percent Black / Hispanic,Percent White,Student Attendance Rate,Percent of Students Chronically Absent,Rigorous Instruction Rating,Collaborative Teachers Rating,Supportive Environment Rating,Effective School Leadership Rating,Strong Family-Community Ties Rating,Trust Rating,Student Achievement Rating,Average ELA Proficiency,Average Math Proficiency,Number of students who registered for the SHSAT,Number of students who took the SHSAT,AllTested,All4,Native4,AfricanAmerican4,Latino4,Islander4,White4,Multiracial4,LimitedEnglish4,Disadv4,AllMath4Tested,AllMath4,NativeMath4,AfricanAmericanMath4,LatinoMath4,IslanderMath4,WhiteMath4,MultiracialMath4,LimitedEnglishMath4,DisadvMath4,Count of Students in HS Admissions,Count of Testers,Count of Offers
834,P.S. 088 SENECA,342400010088,24Q088,No,0.607,"$50,720.93 ",16%,6%,2%,52%,54%,40%,94%,21%,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Exceeding Target,Approaching Target,2.53,2.74,,,79.33333333333333,6.0,0.0,0.0,1.5,0.0,3.6666666666666665,0.0,0.0,3.6666666666666665,81.16666666666667,11.5,0.0,0.3333333333333333,3.1666666666666665,0.16666666666666666,6.5,0.0,0.6666666666666666,8.5,,,
835,P.S. 089 ELMHURST,342400010089,24Q089,No,0.708,"$46,836.11 ",41%,21%,0%,77%,77%,1%,96%,6%,Exceeding Target,Meeting Target,Exceeding Target,Meeting Target,Approaching Target,Meeting Target,Exceeding Target,2.72,2.89,,,163.33333333333334,19.333333333333332,0.0,0.0,11.0,5.5,0.0,0.0,0.5,10.0,167.5,28.666666666666668,0.0,0.0,15.166666666666666,8.833333333333334,0.0,0.0,1.0,14.666666666666666,,,
836,P.S. 091 RICHARD ARKWRIGHT,342400010091,24Q091,No,0.555,"$59,573.24 ",10%,4%,3%,49%,52%,44%,93%,22%,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Approaching Target,Meeting Target,Meeting Target,2.57,2.73,,,53.666666666666664,5.166666666666667,0.0,0.0,1.5,0.16666666666666666,2.8333333333333335,0.0,0.0,3.5,53.833333333333336,7.833333333333333,0.0,0.0,2.0,0.0,5.0,0.0,0.16666666666666666,5.166666666666667,,,
837,I.S. 093 RIDGEWOOD,342400010093,24Q093,No,0.675,,15%,10%,1%,71%,72%,17%,95%,16%,Meeting Target,Meeting Target,Meeting Target,Approaching Target,Not Meeting Target,Meeting Target,Meeting Target,2.54,2.59,,,175.83333333333334,17.833333333333332,0.0,0.0,8.666666666666666,3.1666666666666665,4.5,0.0,0.3333333333333333,15.166666666666666,171.0,21.333333333333332,0.0,0.0,10.166666666666666,4.833333333333333,4.5,0.0,1.0,19.0,378.0,78.0,5.0
838,P.S. 102 BAYVIEW,342400010102,24Q102,No,0.535,"$54,319.34 ",13%,60%,3%,33%,36%,3%,96%,13%,Exceeding Target,Meeting Target,Exceeding Target,Meeting Target,Approaching Target,Meeting Target,Meeting Target,2.85,2.98,,,140.83333333333334,32.0,0.0,0.0,5.5,23.5,0.0,0.0,0.0,24.0,142.33333333333334,40.5,0.0,0.0,4.166666666666667,34.0,0.0,0.0,0.8333333333333334,32.833333333333336,142.0,67.0,17.0
839,P.S. 110,342400010110,24Q110,No,,"$42,821.68 ",35%,5%,1%,92%,94%,1%,,,,,,,,,,,,,,7.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.666666666666667,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
840,P.S./I.S. 113 ANTHONY J. PRANZO,342400010113,24Q113,No,0.263,"$67,491.07 ",4%,5%,1%,40%,41%,52%,96%,9%,Meeting Target,Meeting Target,Exceeding Target,Meeting Target,Approaching Target,Meeting Target,Meeting Target,2.89,3.13,,,108.66666666666667,20.333333333333332,0.0,0.0,6.5,0.0,11.833333333333334,0.0,0.0,11.666666666666666,109.16666666666667,30.166666666666668,0.0,0.0,8.666666666666666,0.0,19.166666666666668,0.0,0.0,16.5,133.0,26.0,5.0
841,I.S. 119 THE GLENDALE,342400010119,24Q119,No,0.436,"$57,397.18 ",4%,25%,1%,30%,32%,42%,95%,13%,Exceeding Target,Exceeding Target,Meeting Target,Meeting Target,Not Meeting Target,Meeting Target,Exceeding Target,3.13,3.38,,,138.5,52.166666666666664,0.0,0.0,5.833333333333333,9.833333333333334,21.166666666666668,0.0,0.0,32.0,119.0,50.666666666666664,0.0,0.0,4.166666666666667,14.333333333333334,19.833333333333332,0.0,0.5,31.666666666666668,219.0,104.0,59.0
842,I.S. 125 THOM J. MCCANN WOODSIDE,342400010125,24Q125,No,0.615,,15%,40%,1%,53%,54%,5%,96%,10%,Exceeding Target,Exceeding Target,Exceeding Target,Meeting Target,Approaching Target,Meeting Target,Exceeding Target,2.65,2.96,,,219.66666666666666,23.333333333333332,0.0,0.0,5.166666666666667,16.5,1.3333333333333333,0.0,0.16666666666666666,11.0,201.16666666666666,25.5,0.0,0.0,5.833333333333333,19.166666666666668,0.16666666666666666,0.0,0.16666666666666666,12.833333333333334,540.0,272.0,34.0
843,"P.S. 128 THE LORRAINE TUZZO, JUNIPER VALLEY ELEMENTARY SCHOOL",342400010128,24Q128,No,0.18,"$71,378.48 ",4%,3%,1%,20%,21%,76%,96%,4%,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,3.08,3.23,,,101.33333333333333,31.833333333333332,0.0,0.0,1.1666666666666667,0.0,24.666666666666668,0.0,0.0,8.333333333333334,95.66666666666667,26.666666666666668,0.0,0.0,0.5,0.0,22.833333333333332,0.0,0.0,6.5,117.0,46.0,9.0
844,P.S. 143 LOUIS ARMSTRONG,342400010143,24Q143,No,0.815,"$47,813.37 ",48%,5%,2%,93%,94%,1%,95%,15%,Approaching Target,Approaching Target,Meeting Target,Not Meeting Target,Approaching Target,Meeting Target,Meeting Target,2.16,2.42,,,150.83333333333334,2.3333333333333335,0.0,0.0,1.8333333333333333,0.3333333333333333,0.0,0.0,0.0,2.0,155.33333333333334,9.166666666666666,0.0,0.0,7.5,1.5,0.0,0.0,0.3333333333333333,8.5,,,
845,P.S. 153 MASPETH ELEM,342400010153,24Q153,No,0.494,"$55,585.29 ",10%,7%,1%,45%,46%,46%,95%,14%,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Approaching Target,Exceeding Target,Exceeding Target,2.87,3.13,,,119.0,26.166666666666668,0.0,0.0,8.0,0.0,14.0,0.0,0.0,14.166666666666666,119.83333333333333,37.833333333333336,0.0,0.0,9.5,0.0,22.333333333333332,0.0,0.16666666666666666,21.0,,,
846,P.S. 199 MAURICE A. FITZGERALD,342400010199,24Q199,No,0.648,"$54,053.95 ",37%,32%,1%,59%,60%,7%,95%,12%,Exceeding Target,Meeting Target,Meeting Target,Meeting Target,Approaching Target,Meeting Target,Meeting Target,2.63,2.78,,,92.5,11.333333333333334,0.0,0.0,4.0,6.166666666666667,0.0,0.0,0.16666666666666666,4.833333333333333,96.0,15.833333333333334,0.0,0.0,5.5,8.833333333333334,0.5,0.0,0.6666666666666666,7.666666666666667,,,
847,P.S. 229 EMANUEL KAPLAN,342400010229,24Q229,No,0.49,"$58,328.09 ",8%,35%,2%,39%,41%,23%,96%,10%,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Approaching Target,Exceeding Target,Exceeding Target,2.99,3.18,,,102.5,23.166666666666668,0.0,0.0,4.833333333333333,12.833333333333334,3.1666666666666665,0.0,0.0,13.0,104.66666666666667,39.666666666666664,0.0,0.0,7.333333333333333,21.0,5.166666666666667,0.0,0.3333333333333333,23.333333333333332,,,
848,P.S. 239,342400010239,24Q239,No,0.7959999999999999,"$41,384.90 ",27%,13%,2%,75%,78%,9%,94%,19%,Approaching Target,Meeting Target,Meeting Target,Meeting Target,Approaching Target,Meeting Target,Meeting Target,2.37,2.53,,,48.0,3.5,0.0,0.0,1.8333333333333333,1.0,0.3333333333333333,0.0,0.0,1.0,49.166666666666664,4.833333333333333,0.0,0.0,2.1666666666666665,1.5,0.6666666666666666,0.0,0.16666666666666666,2.5,,,
849,A.C.E. ACADEMY FOR SCHOLARS AT THE GERALDINE FERRARO CAMPUS,342400010290,24Q290,No,0.48700000000000004,"$53,809.35 ",8%,20%,3%,47%,50%,27%,95%,11%,Exceeding Target,Exceeding Target,Exceeding Target,Approaching Target,Approaching Target,Meeting Target,,2.95,3.22,,,33.833333333333336,8.666666666666666,0.0,0.0,2.3333333333333335,2.0,1.3333333333333333,0.0,0.0,3.6666666666666665,34.666666666666664,13.5,0.0,0.0,3.6666666666666665,3.3333333333333335,2.6666666666666665,0.0,0.0,6.833333333333333,,,
850,LEARNERS AND LEADERS,342400010305,24Q305,No,0.741,"$50,347.75 ",23%,7%,2%,78%,81%,12%,94%,19%,,,,,,,,,,,,21.833333333333332,1.5,0.0,0.0,1.1666666666666667,0.0,0.0,0.0,0.0,0.8333333333333334,22.0,4.166666666666667,0.0,0.0,2.5,0.0,0.5,0.0,0.0,3.5,,,
851,PIONEER ACADEMY,342400010307,24Q307,No,0.787,"$41,632.62 ",40%,3%,1%,94%,96%,1%,97%,4%,Meeting Target,Exceeding Target,Meeting Target,Approaching Target,Approaching Target,Meeting Target,Meeting Target,2.42,2.61,,,81.5,3.8333333333333335,0.0,0.0,3.0,0.5,0.0,0.0,0.0,1.3333333333333333,82.66666666666667,8.0,0.0,0.0,6.333333333333333,0.6666666666666666,0.0,0.0,0.3333333333333333,2.6666666666666665,,,
852,CORONA ARTS AND SCIENCES ACADEMY,342400010311,24Q311,No,0.7859999999999999,,18%,4%,1%,94%,95%,1%,98%,1%,Meeting Target,Meeting Target,Exceeding Target,Exceeding Target,Meeting Target,Exceeding Target,Meeting Target,2.47,2.54,,,49.333333333333336,2.8333333333333335,0.0,0.0,2.6666666666666665,0.0,0.0,0.0,0.0,0.0,50.166666666666664,2.3333333333333335,0.0,0.0,1.8333333333333333,0.0,0.0,0.0,0.0,0.0,120.0,16.0,5.0
853,P.S. 330,342400010330,24Q330,No,0.785,"$49,555.19 ",27%,9%,2%,87%,89%,1%,95%,12%,Meeting Target,Meeting Target,Exceeding Target,Meeting Target,Approaching Target,Meeting Target,,2.3,2.62,,,47.0,2.8333333333333335,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,1.1666666666666667,47.666666666666664,8.166666666666666,0.0,0.0,2.3333333333333335,0.0,0.0,0.0,0.16666666666666666,4.833333333333333,,,
854,"ROBERT F. WAGNER, JR. SECONDARY SCHOOL FOR ARTS AND TECHNOLOGY",342400011560,24Q560,No,0.513,,4%,22%,5%,61%,65%,12%,96%,4%,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Not Meeting Target,Meeting Target,Exceeding Target,3.21,3.28,,,18.166666666666668,3.8333333333333335,0.0,0.0,1.6666666666666667,1.5,0.0,0.0,0.0,2.0,11.666666666666666,4.0,0.0,0.0,1.1666666666666667,2.3333333333333335,0.0,0.0,0.0,2.1666666666666665,50.0,35.0,5.0
855,THE 51 AVENUE ACADEMY (THE PATH TO ACADEMIC EXCELLENCE),342400010877,24Q877,No,0.636,"$47,662.76 ",27%,60%,1%,38%,39%,2%,98%,3%,Exceeding Target,Exceeding Target,Exceeding Target,Meeting Target,Approaching Target,Meeting Target,Exceeding Target,2.84,3.25,,,78.0,13.833333333333334,0.0,0.0,1.3333333333333333,10.5,0.3333333333333333,0.0,0.3333333333333333,11.333333333333334,80.33333333333333,26.666666666666668,0.0,0.0,2.5,21.333333333333332,0.8333333333333334,0.0,1.6666666666666667,22.5,,,
856,P.S. 020 JOHN BOWNE,342500010020,25Q020,No,0.679,"$38,731.69 ",31%,75%,3%,19%,23%,1%,97%,7%,Meeting Target,Meeting Target,Exceeding Target,Meeting Target,Approaching Target,Meeting Target,Meeting Target,2.66,3.28,,,109.16666666666667,16.333333333333332,0.0,0.0,1.8333333333333333,14.166666666666666,0.0,0.0,0.0,15.166666666666666,114.66666666666667,42.666666666666664,0.0,0.16666666666666666,1.3333333333333333,40.166666666666664,0.0,0.0,5.333333333333333,40.166666666666664,,,
857,P.S. 021 EDWARD HART,342500010021,25Q021,No,0.48100000000000004,"$56,414.94 ",19%,62%,1%,29%,30%,7%,96%,8%,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Meeting Target,Exceeding Target,Exceeding Target,2.96,3.28,,,103.0,24.333333333333332,0.0,0.0,3.0,20.5,0.3333333333333333,0.0,0.16666666666666666,16.5,106.16666666666667,40.5,0.0,0.0,2.8333333333333335,35.666666666666664,1.1666666666666667,0.0,1.5,28.5,,,
858,P.S. 022 THOMAS JEFFERSON,342500010022,25Q022,No,0.606,"$49,884.66 ",45%,60%,0%,36%,36%,3%,97%,9%,Exceeding Target,Exceeding Target,Exceeding Target,Meeting Target,Meeting Target,Meeting Target,Exceeding Target,2.83,3.34,,,63.666666666666664,11.666666666666666,0.0,0.0,2.3333333333333335,8.333333333333334,0.6666666666666666,0.0,0.3333333333333333,9.833333333333334,68.66666666666667,26.5,0.0,0.0,4.166666666666667,20.666666666666668,0.6666666666666666,0.0,5.5,23.833333333333332,,,
859,P.S. 024 ANDREW JACKSON,342500010024,25Q024,No,0.544,"$40,033.97 ",40%,85%,3%,10%,13%,1%,97%,7%,Exceeding Target,Meeting Target,Exceeding Target,Approaching Target,Approaching Target,Meeting Target,Exceeding Target,2.83,3.41,,,89.0,15.666666666666666,0.0,0.0,1.1666666666666667,14.0,0.0,0.0,0.16666666666666666,6.666666666666667,94.66666666666667,39.333333333333336,0.0,0.0,1.8333333333333333,36.833333333333336,0.0,0.0,6.166666666666667,20.0,,,
860,I.S. 025 ADRIEN BLOCK,342500010025,25Q025,No,0.336,,10%,50%,1%,24%,25%,24%,97%,6%,Approaching Target,Meeting Target,Meeting Target,Approaching Target,Not Meeting Target,Meeting Target,Meeting Target,2.95,3.23,,,129.0,32.166666666666664,0.0,0.0,2.6666666666666665,19.833333333333332,8.333333333333334,0.0,0.0,15.0,134.33333333333334,48.333333333333336,0.0,0.0,2.8333333333333335,35.0,9.0,0.0,4.0,27.166666666666668,329.0,147.0,29.0
861,P.S. 029 QUEENS,342500010029,25Q029,No,0.581,"$54,307.52 ",26%,29%,2%,57%,59%,12%,95%,16%,Meeting Target,Exceeding Target,Meeting Target,Meeting Target,Approaching Target,Exceeding Target,Meeting Target,2.55,2.81,,,56.833333333333336,6.666666666666667,0.0,0.3333333333333333,2.8333333333333335,2.8333333333333335,0.3333333333333333,0.0,0.0,5.333333333333333,58.5,10.166666666666666,0.0,0.16666666666666666,2.8333333333333335,5.666666666666667,0.5,0.0,0.3333333333333333,8.5,,,
862,P.S. 032 STATE STREET,342500010032,25Q032,No,0.41100000000000003,"$58,764.47 ",13%,66%,1%,19%,20%,12%,97%,7%,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Meeting Target,Exceeding Target,Meeting Target,3.08,3.58,,,75.16666666666667,21.0,0.0,0.0,1.6666666666666667,16.0,0.0,0.0,0.3333333333333333,11.333333333333334,77.0,39.5,0.0,0.0,2.1666666666666665,34.0,0.0,0.0,1.3333333333333333,24.0,,,
863,P.S. 079 FRANCIS LEWIS,342500010079,25Q079,No,0.26899999999999996,"$69,293.52 ",7%,44%,1%,20%,21%,33%,96%,9%,Meeting Target,Meeting Target,Meeting Target,Exceeding Target,Meeting Target,Exceeding Target,Meeting Target,3.0,3.4,,,80.16666666666667,21.5,0.0,0.0,1.3333333333333333,13.5,5.333333333333333,0.0,0.0,10.5,81.5,31.833333333333332,0.0,0.0,1.3333333333333333,23.5,5.5,0.0,0.5,16.666666666666668,,,
864,P.S. 107 THOMAS A DOOLEY,342500010107,25Q107,No,0.426,"$63,863.56 ",20%,51%,1%,32%,34%,14%,96%,12%,Approaching Target,Approaching Target,Meeting Target,Not Meeting Target,Meeting Target,Approaching Target,Meeting Target,2.71,3.16,,,71.5,7.833333333333333,0.0,0.0,0.8333333333333334,6.0,0.0,0.0,0.0,4.166666666666667,74.5,19.0,0.0,0.0,1.0,15.5,0.0,0.0,0.6666666666666666,11.666666666666666,,,
865,P.S. 120 QUEENS,342500010120,25Q120,No,0.606,"$43,621.61 ",39%,83%,1%,15%,15%,2%,97%,8%,Meeting Target,Meeting Target,Exceeding Target,Approaching Target,Not Meeting Target,Approaching Target,Exceeding Target,2.71,3.27,,,81.83333333333333,7.166666666666667,0.0,0.0,0.3333333333333333,6.333333333333333,0.0,0.0,0.16666666666666666,3.5,85.83333333333333,24.833333333333332,0.0,0.0,0.16666666666666666,24.166666666666668,0.0,0.0,3.8333333333333335,12.5,,,
866,P.S. 129 PATRICIA LARKIN,342500010129,25Q129,No,0.45399999999999996,"$62,563.19 ",14%,31%,2%,51%,52%,15%,94%,16%,Meeting Target,Exceeding Target,Exceeding Target,Exceeding Target,Meeting Target,Exceeding Target,Exceeding Target,2.95,3.3,,,83.16666666666667,11.0,0.0,0.0,4.833333333333333,5.666666666666667,0.0,0.0,0.16666666666666666,8.5,85.16666666666667,31.0,0.0,0.0,10.166666666666666,17.333333333333332,0.0,0.0,2.5,24.166666666666668,,,
867,P.S. 130,342500010130,25Q130,No,0.307,"$63,770.09 ",13%,53%,3%,18%,21%,23%,95%,14%,,,,,,,,,,,,7.666666666666667,0.16666666666666666,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,7.666666666666667,3.3333333333333335,0.0,0.0,0.0,2.1666666666666665,0.8333333333333334,0.0,0.0,1.0,,,
868,P.S. 154 QUEENS,342500010154,25Q154,No,0.5489999999999999,"$51,933.12 ",24%,55%,8%,23%,30%,13%,95%,12%,Exceeding Target,Meeting Target,Exceeding Target,Exceeding Target,Meeting Target,Exceeding Target,Approaching Target,2.63,2.93,,,55.833333333333336,10.0,0.0,0.0,2.0,6.666666666666667,0.8333333333333334,0.0,0.0,7.833333333333333,58.833333333333336,15.5,0.0,0.0,2.3333333333333335,11.166666666666666,1.8333333333333333,0.0,0.8333333333333334,12.166666666666666,,,
869,P.S. 163 FLUSHING HEIGHTS,342500010163,25Q163,No,0.478,"$56,868.76 ",45%,79%,3%,15%,18%,2%,97%,7%,Exceeding Target,Meeting Target,Exceeding Target,Exceeding Target,Approaching Target,Exceeding Target,Meeting Target,2.87,3.35,,,45.333333333333336,8.166666666666666,0.0,0.0,0.16666666666666666,7.666666666666667,0.0,0.0,0.5,5.5,47.166666666666664,19.666666666666668,0.0,0.0,0.6666666666666666,18.166666666666668,0.0,0.0,4.0,14.5,,,
870,P.S. 164 QUEENS VALLEY,342500010164,25Q164,No,0.415,"$64,280.02 ",10%,29%,6%,26%,32%,38%,95%,10%,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Approaching Target,Meeting Target,Meeting Target,2.95,3.24,,,64.5,15.666666666666666,0.0,0.16666666666666666,2.1666666666666665,6.5,4.666666666666667,0.0,0.0,11.666666666666666,61.0,18.0,0.0,0.0,2.0,7.833333333333333,5.333333333333333,0.0,0.0,13.5,87.0,38.0,6.0
871,P.S. 165 EDITH K. BERGTRAUM,342500010165,25Q165,No,0.537,"$49,632.93 ",10%,55%,12%,19%,31%,12%,95%,14%,Exceeding Target,Meeting Target,Exceeding Target,Approaching Target,Approaching Target,Approaching Target,Meeting Target,2.78,3.11,,,54.333333333333336,12.333333333333334,0.0,0.16666666666666666,1.1666666666666667,10.166666666666666,0.3333333333333333,0.0,0.0,8.0,54.333333333333336,21.333333333333332,0.0,0.5,2.5,16.333333333333332,0.8333333333333334,0.0,0.3333333333333333,14.166666666666666,,,
872,P.S. 169 BAY TERRACE,342500010169,25Q169,No,0.21899999999999997,"$78,377.51 ",4%,34%,4%,20%,25%,40%,95%,9%,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Meeting Target,Exceeding Target,Meeting Target,2.9,3.12,,,29.666666666666668,5.0,0.0,0.0,0.0,3.0,1.3333333333333333,0.0,0.0,1.3333333333333333,29.666666666666668,7.333333333333333,0.0,0.0,0.0,4.833333333333333,2.0,0.0,0.0,1.6666666666666667,,,
873,P.S. 184 FLUSHING MANOR,342500010184,25Q184,No,0.237,"$66,656.20 ",8%,37%,0%,15%,15%,46%,97%,5%,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Meeting Target,Exceeding Target,Meeting Target,2.94,3.27,,,40.833333333333336,9.0,0.0,0.0,0.5,4.666666666666667,3.8333333333333335,0.0,0.0,3.5,41.166666666666664,15.833333333333334,0.0,0.0,0.8333333333333334,9.166666666666666,5.666666666666667,0.0,0.3333333333333333,6.0,,,
874,J.H.S. 185 EDWARD BLEEKER,342500010185,25Q185,No,0.44299999999999995,,10%,55%,4%,29%,32%,12%,96%,10%,Meeting Target,Exceeding Target,Meeting Target,Meeting Target,Approaching Target,Meeting Target,Meeting Target,2.92,3.29,,,245.16666666666666,65.16666666666667,0.0,0.3333333333333333,6.833333333333333,48.833333333333336,8.5,0.0,0.0,42.833333333333336,233.83333333333334,84.66666666666667,0.16666666666666666,0.16666666666666666,8.833333333333334,66.83333333333333,7.5,0.0,5.166666666666667,62.666666666666664,535.0,250.0,93.0
875,J.H.S. 189 DANIEL CARTER BEARD,342500010189,25Q189,No,0.63,,24%,69%,3%,25%,28%,3%,97%,5%,Meeting Target,Meeting Target,Exceeding Target,Meeting Target,Approaching Target,Meeting Target,Meeting Target,2.64,2.98,,,108.16666666666667,14.5,0.0,0.0,1.5,12.166666666666666,0.16666666666666666,0.0,0.0,8.666666666666666,103.33333333333333,25.5,0.0,0.0,1.6666666666666667,22.833333333333332,0.5,0.0,3.6666666666666665,14.5,248.0,97.0,17.0
876,P.S. 193 ALFRED J. KENNEDY,342500010193,25Q193,No,0.198,"$81,951.03 ",9%,24%,1%,20%,21%,54%,95%,11%,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,2.83,3.22,,,36.5,5.166666666666667,0.0,0.0,0.0,0.6666666666666666,3.5,0.0,0.0,1.1666666666666667,37.166666666666664,13.0,0.0,0.0,0.8333333333333334,4.0,5.5,0.0,0.5,6.0,,,
877,J.H.S. 194 WILLIAM CARR,342500010194,25Q194,No,0.34,,7%,35%,2%,29%,31%,33%,95%,12%,Meeting Target,Exceeding Target,Meeting Target,Approaching Target,Approaching Target,Meeting Target,Approaching Target,2.87,3.07,,,175.66666666666666,40.666666666666664,0.0,0.0,3.5,21.833333333333332,12.0,0.0,0.0,17.333333333333332,176.83333333333334,55.833333333333336,0.0,0.0,3.3333333333333335,35.833333333333336,13.0,0.0,1.5,30.833333333333332,392.0,147.0,54.0
878,P.S./M.S. 200 - THE POMONOK SCHOOL & STAR ACADEMY,342500010200,25Q200,No,0.531,"$47,345.33 ",6%,13%,23%,46%,69%,16%,94%,18%,Approaching Target,Meeting Target,Approaching Target,Exceeding Target,Meeting Target,Meeting Target,Meeting Target,2.66,2.61,,,48.333333333333336,5.333333333333333,0.0,1.1666666666666667,2.0,0.5,0.6666666666666666,0.0,0.0,3.3333333333333335,48.166666666666664,4.333333333333333,0.0,0.6666666666666666,1.0,0.6666666666666666,0.5,0.0,0.0,2.5,66.0,9.0,5.0
879,P.S. 201 THE DISCOVERY SCHOOL FOR INQUIRY AND RESEARCH,342500010201,25Q201,No,0.745,"$34,723.19 ",9%,18%,41%,36%,77%,4%,92%,29%,Exceeding Target,Meeting Target,Meeting Target,Approaching Target,Meeting Target,Meeting Target,Meeting Target,2.56,2.72,,,30.166666666666668,2.5,0.0,0.16666666666666666,0.5,0.0,0.0,0.0,0.0,1.1666666666666667,30.666666666666668,4.0,0.0,0.16666666666666666,1.3333333333333333,0.0,0.0,0.0,0.0,1.8333333333333333,,,
880,P.S. 209 CLEARVIEW GARDENS,342500010209,25Q209,No,0.203,"$64,911.92 ",4%,41%,1%,17%,17%,39%,97%,4%,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Meeting Target,Exceeding Target,Meeting Target,3.13,3.53,,,51.333333333333336,14.5,0.0,0.0,0.16666666666666666,9.833333333333334,3.3333333333333335,0.0,0.0,5.833333333333333,51.666666666666664,24.333333333333332,0.0,0.0,0.3333333333333333,16.333333333333332,5.5,0.0,0.0,10.0,,,
881,P.S. 214 CADWALLADER COLDEN,342500010214,25Q214,No,0.58,"$50,336.56 ",15%,65%,5%,24%,30%,3%,96%,10%,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Exceeding Target,2.82,3.09,,,49.5,6.166666666666667,0.0,0.16666666666666666,0.6666666666666666,5.166666666666667,0.16666666666666666,0.0,0.0,4.166666666666667,51.166666666666664,16.5,0.0,0.16666666666666666,0.8333333333333334,14.666666666666666,0.3333333333333333,0.0,1.0,13.333333333333334,,,
882,P.S. 219 PAUL KLAPPER,342500010219,25Q219,No,0.457,"$61,994.44 ",15%,44%,9%,32%,40%,16%,96%,13%,Exceeding Target,Exceeding Target,Meeting Target,Meeting Target,Approaching Target,Meeting Target,Exceeding Target,2.71,2.97,,,64.5,10.166666666666666,0.0,0.8333333333333334,1.5,7.333333333333333,0.5,0.0,0.0,7.333333333333333,55.0,13.5,0.0,0.16666666666666666,1.6666666666666667,11.0,0.3333333333333333,0.0,0.8333333333333334,10.0,74.0,29.0,7.0
883,I.S. 237,342500010237,25Q237,No,0.562,,19%,73%,7%,17%,25%,2%,96%,13%,Meeting Target,Approaching Target,Approaching Target,Approaching Target,Not Meeting Target,Approaching Target,Meeting Target,2.72,3.22,,,188.83333333333334,39.0,0.3333333333333333,0.5,2.3333333333333335,35.0,0.16666666666666666,0.0,0.0,28.833333333333332,199.0,77.16666666666667,0.3333333333333333,0.6666666666666666,3.3333333333333335,71.83333333333333,0.16666666666666666,0.0,7.333333333333333,62.333333333333336,429.0,194.0,53.0
884,P.S. 242 LEONARD P. STAVISKY EARLY CHILDHOOD SCHOOL,342500010242,25Q242,No,0.52,"$48,735.89 ",28%,74%,3%,15%,18%,5%,96%,12%,,,,,,,,,,,,11.333333333333334,1.0,0.0,0.0,0.0,0.8333333333333334,0.0,0.0,0.0,0.5,11.666666666666666,6.333333333333333,0.0,0.0,0.16666666666666666,5.666666666666667,0.0,0.0,0.0,5.0,,,
885,THE ACTIVE LEARNING ELEMENTARY SCHOOL,342500010244,25Q244,No,0.578,"$41,791.27 ",56%,86%,2%,8%,10%,3%,97%,4%,,,,,,,,,,,,11.0,1.8333333333333333,0.0,0.0,0.0,1.5,0.0,0.0,0.16666666666666666,1.5,11.0,5.833333333333333,0.0,0.0,0.0,5.333333333333333,0.0,0.0,1.5,4.5,,,
886,I.S. 250 THE ROBERT F. KENNEDY COMMUNITY MIDDLE SCHOOL,342500010250,25Q250,No,0.609,,18%,33%,28%,25%,53%,11%,92%,28%,Approaching Target,Approaching Target,Approaching Target,Approaching Target,Approaching Target,Meeting Target,Meeting Target,2.4,2.44,,,56.5,2.8333333333333335,0.0,0.3333333333333333,0.5,1.3333333333333333,0.16666666666666666,0.0,0.0,2.5,59.5,5.833333333333333,0.0,0.16666666666666666,0.0,4.833333333333333,0.0,0.0,0.5,5.0,159.0,41.0,5.0
887,"QUEENS SCHOOL OF INQUIRY, THE",342500011252,25Q252,No,0.44299999999999995,,2%,40%,17%,23%,40%,18%,96%,9%,Meeting Target,Approaching Target,Meeting Target,Meeting Target,Approaching Target,Meeting Target,Approaching Target,2.8,2.8,,,36.166666666666664,4.166666666666667,0.0,0.16666666666666666,0.6666666666666666,2.5,0.3333333333333333,0.0,0.0,2.0,32.0,1.1666666666666667,0.0,0.0,0.16666666666666666,0.8333333333333334,0.0,0.0,0.0,0.6666666666666666,76.0,23.0,5.0
